id,domain,topic,question_type,difficulty,question,question_en,question_fr,question_ar,question_de,question_pt,question_es,languages
Q0061,coding,Python functions,definition,easy,What are the key ideas behind Python functions?,What are the key ideas behind Python functions?,Comment définirais-tu les fonctions Python et pourquoi est-ce important en programmation ?,كيف تعرّف دوال Python، ولماذا يُعد مهمًا في مجال البرمجة؟,"Wie würdest du Python-Funktionen definieren, und warum ist es in Programmierung wichtig?",Como você definiria funções Python e por que isso é importante em programação?,¿Cómo definirías funciones de Python y por qué es importante en programación?,"en,fr,ar,de,pt,es"
Q0062,coding,data structures,expert_importance,medium,How does data structures help experts solve complex problems?,How does data structures help experts solve complex problems?,Pourquoi les experts en programmation s’intéressent-ils à les structures de données ?,لماذا يهتم خبراء البرمجة بـ هياكل البيانات؟,Warum interessieren sich Experten für Programmierung für Datenstrukturen?,Por que especialistas em programação se importam com estruturas de dados?,¿Por qué los expertos en programación se interesan por estructuras de datos?,"en,fr,ar,de,pt,es"
Q0063,coding,algorithms,creative,hard,Invent an analogy that explains algorithms clearly.,Invent an analogy that explains algorithms clearly.,Crée une activité d’apprentissage engageante autour de les algorithmes.,أنشئ نشاطًا تعليميًا جذابًا حول الخوارزميات.,Erstelle eine ansprechende Lernaktivität zu Algorithmen.,Crie uma atividade de aprendizagem envolvente sobre algoritmos.,Crea una actividad de aprendizaje atractiva sobre algoritmos.,"en,fr,ar,de,pt,es"
Q0064,coding,Git workflows,compare,medium,Can you compare Git workflows with another idea from coding?,Can you compare Git workflows with another idea from coding?,Peux-tu comparer les flux de travail Git avec une autre idée de programmation ?,هل يمكنك مقارنة سير عمل Git بفكرة أخرى من مجال البرمجة؟,Kannst du Git-Workflows mit einer anderen Idee aus Programmierung vergleichen?,Você pode comparar fluxos de trabalho Git com outra ideia de programação?,¿Puedes comparar flujos de trabajo de Git con otra idea de programación?,"en,fr,ar,de,pt,es"
Q0065,coding,cloud deployment,application,medium,Design a simple project that uses cloud deployment. What would it do?,Design a simple project that uses cloud deployment. What would it do?,Comment peut-on utiliser le déploiement cloud de manière responsable dans le monde réel ?,كيف يمكن استخدام النشر السحابي بمسؤولية في العالم الحقيقي؟,Wie kann man Cloud-Bereitstellung in der realen Welt verantwortungsvoll nutzen?,Como implantação em nuvem pode ser usado de forma responsável no mundo real?,¿Cómo se puede usar despliegue en la nube de manera responsable en el mundo real?,"en,fr,ar,de,pt,es"
Q0066,coding,Node.js servers,prompt_ai,medium,What follow-up questions should an AI agent ask about Node.js servers?,What follow-up questions should an AI agent ask about Node.js servers?,Quel format de réponse un agent IA devrait-il utiliser pour une question sur les serveurs Node.js ?,ما تنسيق الإجابة الذي يجب أن يستخدمه وكيل ذكاء اصطناعي لسؤال حول خوادم Node.js؟,Welches Antwortformat sollte ein KI-Agent für eine Frage über Node.js-Server verwenden?,Que formato de resposta um agente de IA deve usar para uma pergunta sobre servidores Node.js?,¿Qué formato de respuesta debería usar un agente de IA para una pregunta sobre servidores Node.js?,"en,fr,ar,de,pt,es"
Q0067,coding,authentication,compare,medium,How is authentication similar to and different from APIs?,How is authentication similar to and different from APIs?,Peux-tu comparer l’authentification avec une autre idée de programmation ?,هل يمكنك مقارنة المصادقة بفكرة أخرى من مجال البرمجة؟,Kannst du Authentifizierung mit einer anderen Idee aus Programmierung vergleichen?,Você pode comparar autenticação com outra ideia de programação?,¿Puedes comparar autenticación con otra idea de programación?,"en,fr,ar,de,pt,es"
Q0068,coding,testing,advantages_limitations,medium,How would you evaluate the usefulness and limits of testing?,How would you evaluate the usefulness and limits of testing?,Quels sont les avantages et les limites de les tests ?,ما مزايا وحدود الاختبار؟,Welche Vorteile und Grenzen hat Testen?,Quais são as vantagens e limitações de testes?,¿Cuáles son las ventajas y limitaciones de pruebas?,"en,fr,ar,de,pt,es"
Q0069,coding,backend development,why_how,medium,Why might different people interpret backend development differently?,Why might different people interpret backend development differently?,"Comment le développement backend influence-t-il les décisions, les systèmes ou les comportements ?",كيف يؤثر تطوير الواجهة الخلفية في القرارات أو الأنظمة أو السلوك؟,"Wie beeinflusst Backend-Entwicklung Entscheidungen, Systeme oder Verhalten?","Como desenvolvimento backend influencia decisões, sistemas ou comportamentos?","¿Cómo influye desarrollo backend en las decisiones, los sistemas o el comportamiento?","en,fr,ar,de,pt,es"
Q0070,coding,PHP MVC,prompt_ai,medium,How can an AI agent check whether its response about PHP MVC is complete?,How can an AI agent check whether its response about PHP MVC is complete?,Quel format de réponse un agent IA devrait-il utiliser pour une question sur PHP MVC ?,ما تنسيق الإجابة الذي يجب أن يستخدمه وكيل ذكاء اصطناعي لسؤال حول PHP MVC؟,Welches Antwortformat sollte ein KI-Agent für eine Frage über PHP MVC verwenden?,Que formato de resposta um agente de IA deve usar para uma pergunta sobre PHP MVC?,¿Qué formato de respuesta debería usar un agente de IA para una pregunta sobre PHP MVC?,"en,fr,ar,de,pt,es"
Q0071,coding,Node.js servers,expert_importance,medium,What debates do experts have about Node.js servers?,What debates do experts have about Node.js servers?,Pourquoi les experts en programmation s’intéressent-ils à les serveurs Node.js ?,لماذا يهتم خبراء البرمجة بـ خوادم Node.js؟,Warum interessieren sich Experten für Programmierung für Node.js-Server?,Por que especialistas em programação se importam com servidores Node.js?,¿Por qué los expertos en programación se interesan por servidores Node.js?,"en,fr,ar,de,pt,es"
Q0072,coding,backend development,why_how,medium,How does backend development connect to other ideas in coding?,How does backend development connect to other ideas in coding?,"Comment le développement backend influence-t-il les décisions, les systèmes ou les comportements ?",كيف يؤثر تطوير الواجهة الخلفية في القرارات أو الأنظمة أو السلوك؟,"Wie beeinflusst Backend-Entwicklung Entscheidungen, Systeme oder Verhalten?","Como desenvolvimento backend influencia decisões, sistemas ou comportamentos?","¿Cómo influye desarrollo backend en las decisiones, los sistemas o el comportamiento?","en,fr,ar,de,pt,es"
Q0073,coding,SQL queries,analysis_steps,medium,How would you break down SQL queries into smaller parts for study?,How would you break down SQL queries into smaller parts for study?,Quelles étapes suivrais-tu pour analyser les requêtes SQL ?,ما الخطوات التي ستتبعها لتحليل استعلامات SQL؟,"Welche Schritte würdest du befolgen, um SQL-Abfragen zu analysieren?",Quais etapas você seguiria para analisar consultas SQL?,¿Qué pasos seguirías para analizar consultas SQL?,"en,fr,ar,de,pt,es"
Q0074,coding,debugging,beginner_explanation,easy,How could you teach debugging using a simple story or analogy?,How could you teach debugging using a simple story or analogy?,Comment expliquerais-tu le débogage à un débutant qui étudie programmation ?,كيف تشرح تصحيح الأخطاء لمبتدئ يدرس البرمجة؟,"Wie würdest du Debugging einem Anfänger erklären, der Programmierung lernt?",Como você explicaria depuração para um iniciante que estuda programação?,¿Cómo explicarías depuración a un principiante que estudia programación?,"en,fr,ar,de,pt,es"
Q0075,coding,error handling,history_change,medium,What historical turning points influenced error handling?,What historical turning points influenced error handling?,Comment la gestion des erreurs a-t-il évolué au fil du temps ?,كيف تغيّر معالجة الأخطاء مع مرور الوقت؟,Wie hat sich Fehlerbehandlung im Laufe der Zeit verändert?,Como tratamento de erros mudou ao longo do tempo?,¿Cómo ha cambiado manejo de errores con el tiempo?,"en,fr,ar,de,pt,es"
Q0076,coding,Python functions,prompt_ai,medium,What answer format should an AI agent use for a question about Python functions?,What answer format should an AI agent use for a question about Python functions?,Quel format de réponse un agent IA devrait-il utiliser pour une question sur les fonctions Python ?,ما تنسيق الإجابة الذي يجب أن يستخدمه وكيل ذكاء اصطناعي لسؤال حول دوال Python؟,Welches Antwortformat sollte ein KI-Agent für eine Frage über Python-Funktionen verwenden?,Que formato de resposta um agente de IA deve usar para uma pergunta sobre funções Python?,¿Qué formato de respuesta debería usar un agente de IA para una pregunta sobre funciones de Python?,"en,fr,ar,de,pt,es"
